"A","C","E","H","N","R","SP","SH","B","L","Latitude","Longitude","Place.names","City"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Dohuk Governorate","Dohuk"
1,0,1,0,1,0,0,0,0,0,"level 2","level 2","Resort  of Kelly Sheeran","Dohuk"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Family Mall","Dohuk"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Gali Ali Beg Waterfall","Arbil"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Waterfall Bekhal","Arbil"
1,0,1,0,1,0,0,1,0,1,"level 2","level 2","Shaklawa Resort","Arbil"
1,1,1,0,1,0,0,0,0,1,"level 2","level 2","Chandelar Cave","Arbil"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Resort Haj Omran","Arbil"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","Museum of Syrialc Heritage","Arbil"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Ganarok Resort","Arbil"
0,0,1,0,1,0,1,1,1,1,"level 2","level 2","Aqua Park","Arbil"
0,0,1,0,1,0,1,1,1,1,"level 2","level 2","Shandar Park","Arbil"
0,0,1,0,1,0,1,1,1,1,"level 2","level 2","Ronaki Park","Arbil"
0,0,1,0,1,0,1,1,1,1,"level 2","level 2","Sami Abdel Rahman Park","Arbil"
0,0,1,0,1,0,1,1,1,1,"level 2","level 2","Shander Park","Arbil"
0,0,1,0,1,0,1,1,1,1,"level 2","level 2","Lighthouse Park","Arbil"
1,0,0,0,1,0,0,0,0,1,"level 2","level 2","amusement park  of Ainkawa","Arbil"
1,0,0,0,1,0,0,0,0,1,"level 2","level 2","amusement park  of Family Fan","Arbil"
0,0,1,0,1,0,1,0,0,1,"level 2","level 2","Ainkawa Park","Arbil"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Plain pf Harer","Arbil"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Historic Arbil Castle","Arbil"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Castle of nobles","Arbil"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","The Jolly Minaret","Arbil"
1,1,1,0,1,0,0,1,1,1,"level 2","level 2","Rawanduz","Arbil"
1,1,1,0,1,0,0,1,1,1,"level 2","level 2","Tourist Bank Resort","Arbil"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Magdy Mall","Arbil"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Holler Mall","Arbil"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Rhine Mall","Arbil"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","city ??center","Arbil"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Tablo Mall","Arbil"
1,1,1,0,1,0,0,0,0,1,"level 2","level 2","Mount Azmar","Sulaymaniyah"
1,1,1,0,1,0,0,0,0,0,"level 2","level 2","Mount Koige","Sulaymaniyah"
1,0,0,0,0,1,0,0,0,0,"level 2","level 2","the aquatic city","Sulaymaniyah"
0,0,1,0,1,0,1,0,0,1,"level 2","level 2","Sargonar","Sulaymaniyah"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Ahmed Awa Falls","Sulaymaniyah"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Lake of Dokan","Sulaymaniyah"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Lake Darbandakhan","Sulaymaniyah"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Kunah Masi","Sulaymaniyah"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Chirouane Castle","Sulaymaniyah"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of Sulaymaniyah","Sulaymaniyah"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","Museum of Sulaymaniyah","Sulaymaniyah"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Family Mall","Sulaymaniyah"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Magdy Mall","Sulaymaniyah"
1,0,1,0,1,0,1,0,0,0,"level 2","level 2","Jaffee Land","Sulaymaniyah"
0,1,0,0,0,0,0,1,1,0,"level 2","level 2","Mallow Mall","Sulaymaniyah"
0,0,0,0,1,0,0,1,1,1,"level 2","level 2","Park Azadi","Sulaymaniyah"
0,0,1,0,1,0,0,0,0,1,"level 1","level 2","Babil Tourist Resort","Babylon"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Traces of Babylon","Babylon"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Mosque of Nakhilah","Babylon"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Grand Mosque of Hilla","Babylon"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Grand Mosque of Alexandria","Babylon"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Great Mosque of Musayyib","Babylon"
1,1,0,0,0,0,0,0,0,1,"level 1","level 2","Al Zaqora Park","Babylon"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","The Nimrod Tower in Borsiba","Babylon"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of the Prophet Ibrahim","Babylon"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of the Prophet Ayoub","Babylon"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","The Ishtar Gate","Babylon"
0,1,1,0,1,0,0,0,0,0,"level 1","level 2","Hanging Gardens","Babylon"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","The Nebuchadnezzar Museum","Babylon"
0,1,0,0,0,0,0,0,0,1,"level 1","level 2","The Babylonian Theater","Babylon"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of Sharifa Bint Al Hassan","Babylon"
1,0,1,0,1,0,0,0,0,1,"level 1","level 2","Sindbad Island","Basra"
0,0,0,0,1,0,0,1,1,1,"level 1","level 2","The tourist baho","Basra"
0,0,1,0,1,0,0,0,0,1,"level 1","level 2","Qurna","Basra"
1,0,0,0,1,0,1,0,0,1,"level 1","level 2","Basra Land","Basra"
0,0,0,0,0,0,1,0,0,1,"level 1","level 2","Basra Sports City","Basra"
0,0,0,0,1,0,0,0,0,1,"level 1","level 2","corneche Street","Basra"
1,1,1,0,1,0,0,0,0,1,"level 1","level 2","Threshold forests","Basra"
1,1,0,0,0,0,1,1,0,0,"level 1","level 2","Burjisiyah","Basra"
0,1,1,0,1,0,0,0,0,1,"level 1","level 2","Al Khoura Gardens","Basra"
0,1,0,0,0,0,0,0,0,1,"level 1","level 2","Presidential Palace","Basra"
0,1,0,0,0,0,0,1,1,0,"level 1","level 2","Indian Market","Basra"
0,1,0,0,0,0,0,1,1,0,"level 1","level 2","Market of Al-ashaar","Basra"
0,0,0,0,0,0,0,1,1,0,"level 1","level 2","Basra Times Square","Basra"
0,0,0,0,0,0,0,1,1,0,"level 1","level 2","Ashar Center","Basra"
0,0,0,0,0,0,0,1,1,1,"level 1","level 2","Basra Mall","Basra"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Basra Cultural Museum","Basra"
1,0,0,0,1,0,1,0,0,1,"level 1","level 2","amusement park  of Galfar","Basra"
0,0,0,0,0,0,1,0,0,0,"level 1","level 2","amusement park  of  Coast","Basra"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of Imam Ali bin Abi Talib","Najaf"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of the Prophet Hood","Najaf"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","The Shrine of the Prophet Salih","Najaf"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of the Prophet Adam","Najaf"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Mosque of Muslim bin Aqeel","Najaf"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Valley of Peace","Najaf"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Mosque of Kufa","Najaf"
0,1,1,0,0,0,0,0,0,0,"level 1","level 2","Sea of ??Najaf","Najaf"
0,1,0,0,0,0,0,1,1,0,"level 1","level 2","The big market","Najaf"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Khan Al Rahba","Najaf"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Najaf Heritage Museum","Najaf"
1,0,1,0,1,0,1,0,0,1,"level 1","level 2","The typical recreational city","Najaf"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Palace of the Emirate","Najaf"
1,0,0,0,1,0,1,0,0,1,"level 1","level 2","amusement park  of  Teachers","Najaf"
1,0,0,0,1,0,1,0,0,1,"level 1","level 2","amusement park  of Peace","Najaf"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Imam Ali bin Abi Talib drop","Karbala"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Al - Ukhaydir Fort","Karbala"
0,1,0,0,0,1,0,0,0,0,"level 1","level 1","The Shrine of Imam Hussein and Abbas","Karbala"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","The Palace of Shimon","Karbala"
1,0,1,0,1,0,0,0,0,1,"level 1","level 2","Lake of  Razzaza","Karbala"
0,1,1,0,0,0,0,0,0,1,"level 1","level 2","White Qantara","Karbala"
0,1,1,1,1,0,0,0,0,1,"level 1","level 2","Ayn al-Tamr","Karbala"
0,1,0,0,0,0,0,1,1,0,"level 1","level 2","Bab al-Salalma market","Karbala"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Al-Min?rat Al-Malwiyyah","Salahaddin"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","The two military imams","Salahaddin"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","Qasr al-'Ashiq","Salahaddin"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of Abu Delf","Salahaddin"
0,1,0,0,0,0,0,1,1,0,"level 2","level 2","Samarra","Salahaddin"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","The Abbasid Antiquities","Salahaddin"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Al-Sodor lake","Diyala"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Dam of Diyala","Diyala"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Lake of  Hamrin","Diyala"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","The tourist city in the Great Dam","Diyala"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","Qantaraa of Khanaqin","Diyala"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","Qantara of Bharaz","Diyala"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Khan Bani Saad","Diyala"
0,1,0,0,0,0,0,1,1,0,"level 2","level 2","Qara Tabah market","Diyala"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Shabandar Mosque","Diyala"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of Naqshbandi","Diyala"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of Sheikh Rajab (Rawa)","Anbar"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of Farouk","Anbar"
1,1,1,0,1,0,1,0,0,1,"level 1","level 2","Lake of Habbaniyah","Anbar"
1,1,1,0,1,0,0,0,0,0,"level 2","level 2","Hdietha dam","Anbar"
0,0,0,0,0,0,0,1,1,1,"level 1","level 2","Ozdelik Park Shopping Center","Anbar"
0,1,1,0,1,0,0,0,0,1,"level 2","level 2","Lake of Al-Tharthar","Anbar"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Khan al-Baghdadi","Anbar"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of the Prophet Ayoub","Qadisiyah"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of the Prophet Shuaib","Qadisiyah"
0,0,0,0,1,0,1,0,0,1,"level 1","level 2","Corniche of Diwaniyah","Qadisiyah"
0,0,0,0,1,0,0,0,0,1,"level 1","level 2","Olive Park","Qadisiyah"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Castle of Kirkuk","Kirkuk"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Castle of Gramo","Kirkuk"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","Al Qashla Building","Kirkuk"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","The Shrine of the Prophet Daniel","Kirkuk"
1,0,0,0,1,0,0,0,0,1,"level 2","level 2","Sargnar Park","Kirkuk"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of the friend.","Kirkuk"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of Mohammed al - Ghouth (Mosque judge).","Kirkuk"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","The amusement park of Baba Karkar","Kirkuk"
1,0,0,0,1,0,0,0,0,1,"level 2","level 2","The amusement park of Kirkuk","Kirkuk"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","The archaeological city of Ur","Dhi Qar"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Or Chaldean","Dhi Qar"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Museum of Inaglede Nana","Dhi Qar"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Erdo","Dhi Qar"
0,1,1,0,1,0,0,0,0,1,"level 1","level 2","The Dhi Qar Marshes","Dhi Qar"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Faleh Pasha Grand Mosque.","Dhi Qar"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Mosque of Souk al-Shuyuk","Dhi Qar"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Museum of Nasiriyah","Dhi Qar"
1,0,0,0,1,0,1,0,0,1,"level 1","level 2","Anchorage Boats Reform","Dhi Qar"
0,0,0,0,0,0,0,0,0,0,"level 1","level 2","Zaytouna Park","Muthanna"
0,0,0,0,1,0,1,0,0,1,"level 1","level 2","Park Teachers District","Muthanna"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","The Archaeological Temple of Carius","Muthanna"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Orok Castle","Muthanna"
1,1,1,0,1,0,0,0,0,1,"level 1","level 2","Lake of Sawa","Muthanna"
0,1,1,0,1,0,0,0,0,1,"level 1","level 2","Maysan Marshlands","Maysan"
0,0,1,0,1,0,1,0,0,1,"level 1","level 2","Zoo and Park of Omaraa","Maysan"
0,0,1,0,1,0,1,0,0,1,"level 1","level 2","Boat Park","Maysan"
0,0,1,0,1,0,1,0,0,1,"level 1","level 2","The entertainment city of Maysan","Maysan"
0,1,0,0,0,0,0,1,1,0,"level 1","level 2","Great Architecture Market","Maysan"
0,0,1,0,1,0,1,0,0,1,"level 1","level 2","Damok Park","Wasit"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Historic City of Wasit","Wasit"
0,0,0,0,1,0,1,0,0,1,"level 1","level 2","Corniche El Kout","Wasit"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Grand Mosque of Kut","Wasit"
0,0,0,0,1,0,1,0,0,1,"level 1","level 2","Al Rihana Park","Wasit"
0,1,0,0,0,0,0,1,1,0,"level 1","level 2","Heritage Market","Wasit"
