"A","C","E","H","N","R","SP","SH","B","L","Latitude","Longitude","Place.names","City"
0,0,1,0,1,0,1,0,0,1,"level 2","level 2","Ainkawa Park","level 1"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Plain pf Harer","level 1"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Historic Arbil Castle","level 1"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Castle of nobles","level 1"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","The Jolly Minaret","level 1"
1,1,1,0,1,0,0,1,1,1,"level 2","level 2","Rawanduz","level 1"
1,1,1,0,1,0,0,1,1,1,"level 2","level 2","Tourist Bank Resort","level 1"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Magdy Mall","level 1"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Holler Mall","level 1"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Rhine Mall","level 1"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","city ??center","level 1"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Tablo Mall","level 1"
1,1,1,0,1,0,0,0,0,1,"level 2","level 2","Mount Azmar","level 2"
1,1,1,0,1,0,0,0,0,0,"level 2","level 2","Mount Koige","level 2"
1,0,0,0,0,1,0,0,0,0,"level 2","level 2","the aquatic city","level 2"
0,0,1,0,1,0,1,0,0,1,"level 2","level 2","Sargonar","level 2"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Ahmed Awa Falls","level 2"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Lake of Dokan","level 2"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Lake Darbandakhan","level 2"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Kunah Masi","level 2"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Chirouane Castle","level 2"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of Sulaymaniyah","level 2"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","Museum of Sulaymaniyah","level 2"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Family Mall","level 2"
0,0,0,0,0,0,0,1,1,1,"level 2","level 2","Magdy Mall","level 2"
1,0,1,0,1,0,1,0,0,0,"level 2","level 2","Jaffee Land","level 2"
0,1,0,0,0,0,0,1,1,0,"level 2","level 2","Mallow Mall","level 2"
0,0,0,0,1,0,0,1,1,1,"level 2","level 2","Park Azadi","level 2"
0,0,1,0,1,0,0,0,0,1,"level 1","level 2","Babil Tourist Resort","level 1"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Traces of Babylon","level 1"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Mosque of Nakhilah","level 1"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Grand Mosque of Hilla","level 1"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Grand Mosque of Alexandria","level 1"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Great Mosque of Musayyib","level 1"
1,1,0,0,0,0,0,0,0,1,"level 1","level 2","Al Zaqora Park","level 1"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","The Nimrod Tower in Borsiba","level 1"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of the Prophet Ibrahim","level 1"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of the Prophet Ayoub","level 1"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","The Ishtar Gate","level 1"
0,1,1,0,1,0,0,0,0,0,"level 1","level 2","Hanging Gardens","level 1"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","The Nebuchadnezzar Museum","level 1"
0,1,0,0,0,0,0,0,0,1,"level 1","level 2","The Babylonian Theater","level 1"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of Sharifa Bint Al Hassan","level 1"
1,0,1,0,1,0,0,0,0,1,"level 1","level 2","Sindbad Island","level 1"
0,0,0,0,1,0,0,1,1,1,"level 1","level 2","The tourist baho","level 1"
0,0,1,0,1,0,0,0,0,1,"level 1","level 2","Qurna","level 1"
1,0,0,0,1,0,1,0,0,1,"level 1","level 2","Basra Land","level 1"
0,0,0,0,0,0,1,0,0,1,"level 1","level 2","Basra Sports City","level 1"
0,0,0,0,1,0,0,0,0,1,"level 1","level 2","corneche Street","level 1"
1,1,1,0,1,0,0,0,0,1,"level 1","level 2","Threshold forests","level 1"
1,1,0,0,0,0,1,1,0,0,"level 1","level 2","Burjisiyah","level 1"
0,1,1,0,1,0,0,0,0,1,"level 1","level 2","Al Khoura Gardens","level 1"
0,1,0,0,0,0,0,0,0,1,"level 1","level 2","Presidential Palace","level 1"
0,1,0,0,0,0,0,1,1,0,"level 1","level 2","Indian Market","level 1"
0,1,0,0,0,0,0,1,1,0,"level 1","level 2","Market of Al-ashaar","level 1"
0,0,0,0,0,0,0,1,1,0,"level 1","level 2","Basra Times Square","level 1"
0,0,0,0,0,0,0,1,1,0,"level 1","level 2","Ashar Center","level 1"
0,0,0,0,0,0,0,1,1,1,"level 1","level 2","Basra Mall","level 1"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Basra Cultural Museum","level 1"
1,0,0,0,1,0,1,0,0,1,"level 1","level 2","amusement park  of Galfar","level 1"
0,0,0,0,0,0,1,0,0,0,"level 1","level 2","amusement park  of  Coast","level 1"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of Imam Ali bin Abi Talib","level 2"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of the Prophet Hood","level 2"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","The Shrine of the Prophet Salih","level 2"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of the Prophet Adam","level 2"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Mosque of Muslim bin Aqeel","level 2"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Valley of Peace","level 2"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Mosque of Kufa","level 2"
0,1,1,0,0,0,0,0,0,0,"level 1","level 2","Sea of ??Najaf","level 2"
0,1,0,0,0,0,0,1,1,0,"level 1","level 2","The big market","level 2"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Khan Al Rahba","level 2"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Najaf Heritage Museum","level 2"
1,0,1,0,1,0,1,0,0,1,"level 1","level 2","The typical recreational city","level 2"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Palace of the Emirate","level 2"
1,0,0,0,1,0,1,0,0,1,"level 1","level 2","amusement park  of  Teachers","level 2"
1,0,0,0,1,0,1,0,0,1,"level 1","level 2","amusement park  of Peace","level 2"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Imam Ali bin Abi Talib drop","level 1"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Al - Ukhaydir Fort","level 1"
0,1,0,0,0,1,0,0,0,0,"level 1","level 1","The Shrine of Imam Hussein and Abbas","level 1"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","The Palace of Shimon","level 1"
1,0,1,0,1,0,0,0,0,1,"level 1","level 2","Lake of  Razzaza","level 1"
0,1,1,0,0,0,0,0,0,1,"level 1","level 2","White Qantara","level 1"
0,1,1,1,1,0,0,0,0,1,"level 1","level 2","Ayn al-Tamr","level 1"
0,1,0,0,0,0,0,1,1,0,"level 1","level 2","Bab al-Salalma market","level 1"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Al-Min?rat Al-Malwiyyah","level 2"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","The two military imams","level 2"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","Qasr al-'Ashiq","level 2"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of Abu Delf","level 2"
0,1,0,0,0,0,0,1,1,0,"level 2","level 2","Samarra","level 2"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","The Abbasid Antiquities","level 2"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Al-Sodor lake","level 1"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Dam of Diyala","level 1"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","Lake of  Hamrin","level 1"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","The tourist city in the Great Dam","level 1"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","Qantaraa of Khanaqin","level 1"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","Qantara of Bharaz","level 1"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Khan Bani Saad","level 1"
0,1,0,0,0,0,0,1,1,0,"level 2","level 2","Qara Tabah market","level 1"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Shabandar Mosque","level 1"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of Naqshbandi","level 1"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of Sheikh Rajab (Rawa)","level 1"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of Farouk","level 1"
1,1,1,0,1,0,1,0,0,1,"level 1","level 2","Lake of Habbaniyah","level 1"
1,1,1,0,1,0,0,0,0,0,"level 2","level 2","Hdietha dam","level 1"
0,0,0,0,0,0,0,1,1,1,"level 1","level 2","Ozdelik Park Shopping Center","level 1"
0,1,1,0,1,0,0,0,0,1,"level 2","level 2","Lake of Al-Tharthar","level 1"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Khan al-Baghdadi","level 1"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of the Prophet Ayoub","level 2"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","The Shrine of the Prophet Shuaib","level 2"
0,0,0,0,1,0,1,0,0,1,"level 1","level 2","Corniche of Diwaniyah","level 2"
0,0,0,0,1,0,0,0,0,1,"level 1","level 2","Olive Park","level 2"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Castle of Kirkuk","level 2"
0,1,0,0,1,0,0,0,0,1,"level 2","level 2","Castle of Gramo","level 2"
0,1,0,0,0,0,0,0,0,0,"level 2","level 2","Al Qashla Building","level 2"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","The Shrine of the Prophet Daniel","level 2"
1,0,0,0,1,0,0,0,0,1,"level 2","level 2","Sargnar Park","level 2"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of the friend.","level 2"
0,1,0,0,0,1,0,0,0,0,"level 2","level 2","Mosque of Mohammed al - Ghouth (Mosque judge).","level 2"
1,0,1,0,1,0,0,0,0,1,"level 2","level 2","The amusement park of Baba Karkar","level 2"
1,0,0,0,1,0,0,0,0,1,"level 2","level 2","The amusement park of Kirkuk","level 2"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","The archaeological city of Ur","level 1"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Or Chaldean","level 1"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Museum of Inaglede Nana","level 1"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Erdo","level 1"
0,1,1,0,1,0,0,0,0,1,"level 1","level 2","The Dhi Qar Marshes","level 1"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Faleh Pasha Grand Mosque.","level 1"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Mosque of Souk al-Shuyuk","level 1"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Museum of Nasiriyah","level 1"
1,0,0,0,1,0,1,0,0,1,"level 1","level 2","Anchorage Boats Reform","level 1"
0,0,0,0,0,0,0,0,0,0,"level 1","level 2","Zaytouna Park","level 2"
0,0,0,0,1,0,1,0,0,1,"level 1","level 2","Park Teachers District","level 2"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","The Archaeological Temple of Carius","level 2"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Orok Castle","level 2"
1,1,1,0,1,0,0,0,0,1,"level 1","level 2","Lake of Sawa","level 2"
0,1,1,0,1,0,0,0,0,1,"level 1","level 2","Maysan Marshlands","level 2"
0,0,1,0,1,0,1,0,0,1,"level 1","level 2","Zoo and Park of Omaraa","level 2"
0,0,1,0,1,0,1,0,0,1,"level 1","level 2","Boat Park","level 2"
0,0,1,0,1,0,1,0,0,1,"level 1","level 2","The entertainment city of Maysan","level 2"
0,1,0,0,0,0,0,1,1,0,"level 1","level 2","Great Architecture Market","level 2"
0,0,1,0,1,0,1,0,0,1,"level 1","level 2","Damok Park","level 2"
0,1,0,0,0,0,0,0,0,0,"level 1","level 2","Historic City of Wasit","level 2"
0,0,0,0,1,0,1,0,0,1,"level 1","level 2","Corniche El Kout","level 2"
0,1,0,0,0,1,0,0,0,0,"level 1","level 2","Grand Mosque of Kut","level 2"
0,0,0,0,1,0,1,0,0,1,"level 1","level 2","Al Rihana Park","level 2"
0,1,0,0,0,0,0,1,1,0,"level 1","level 2","Heritage Market","level 2"
